fingerprint_type,threshold,cluster_index,cliff_nmols,smooth_nmols,cliff_p_mean,cliff_p_std,smooth_p_mean,smooth_p_std
ECFP,0.6000000000000001,0,67,18,0.6589881984698629,0.49200089289757676,2.0614204971862993,0.2766123735916806
ECFP,0.6000000000000001,1,51,14,1.7379537076469944,0.6349156926588325,0.3682271540108628,0.21865190085271324
ECFP,0.6000000000000001,2,37,14,1.9900560399379232,0.578334745492494,1.7076543715249795,0.22583509673200686
ECFP,0.6000000000000001,3,36,14,0.7771690664366111,0.5887709926250047,0.14873690956329952,0.15595848937394993
ECFP,0.6000000000000001,4,31,13,1.5501654202798245,0.4663961967962057,0.3882600141593463,0.2369800565524846
ECFP,0.6000000000000001,5,29,13,1.4890575628565954,0.5699158655281846,0.48305998210821105,0.2899850250701275
ECFP,0.6000000000000001,6,25,12,0.7361751072558707,0.672751693582497,0.4418935185622291,0.33043212252357046
ECFP,0.6000000000000001,7,18,12,1.5874714418596918,0.778251169025003,1.5656420298227056,0.25042517218508553
ECFP,0.6000000000000001,8,18,11,0.5399249674388429,0.3905388453014917,0.3539887673289364,0.21174874842323554
ECFP,0.6000000000000001,9,17,11,2.7852616282112463,0.5919808195965983,1.0408109061120498,0.3189536533531417
ECFP,0.7000000000000001,0,26,15,1.7622943646852218,0.4994887965953113,2.089103086277884,0.2879197956369029
ECFP,0.7000000000000001,1,26,13,1.589202836028542,0.4240322804921055,0.48305998210821105,0.2899850250701275
ECFP,0.7000000000000001,2,15,13,0.4656345896578943,0.47565517608971253,0.3011238739880977,0.22452732579104137
ECFP,0.7000000000000001,3,15,12,0.5993337515765588,0.611018574503261,1.5656420298227056,0.25042517218508553
ECFP,0.7000000000000001,4,13,12,1.9995504759761753,0.4660530727955322,1.6564476442098213,0.20283055331247704
ECFP,0.7000000000000001,5,12,11,1.6564476442098213,0.20283055331247704,1.8759780030118784,0.2506895046768459
ECFP,0.7000000000000001,6,11,10,1.0226848603394438,0.6417270678040072,0.3555215405126073,0.24653150454065612
ECFP,0.7000000000000001,7,11,10,0.4040070470003142,0.25934662144709664,0.3451618933079472,0.19833723706336914
ECFP,0.7000000000000001,8,11,9,0.5716777711017638,0.45655645771848596,0.28533631689238453,0.21122900368260028
ECFP,0.7000000000000001,9,11,8,0.5380534393158233,0.4610407763067615,1.37394908622441,0.3474881964727179
ECFP,0.8,0,8,9,2.050216747546915,0.29682122517807,2.041651314886113,0.2808924498747378
ECFP,0.8,1,8,8,0.33725326405881395,0.18109153321855873,0.33725326405881395,0.18109153321855873
ECFP,0.8,2,8,8,1.8146468208186066,0.26914625762043926,1.8146468208186066,0.26914625762043926
ECFP,0.8,3,6,6,0.651332387040501,0.31601573816478784,0.651332387040501,0.31601573816478784
ECFP,0.8,4,6,6,0.2096092480438202,0.14349716704534066,0.2096092480438202,0.14349716704534066
ECFP,0.8,5,6,6,0.7404255897451207,0.17661701027045,0.7404255897451207,0.17661701027045
ECFP,0.8,6,5,5,0.40160579705484006,0.20392773744415532,0.40160579705484006,0.20392773744415532
ECFP,0.8,7,5,5,0.7773605851872442,0.4126454681030508,1.749926701188095,0.36199396161906616
ECFP,0.8,8,5,5,1.749926701188095,0.36199396161906616,1.6464004485782713,0.09753415169110628
ECFP,0.8,9,5,4,1.5848471708884149,0.5975423643499812,2.783878570249697,0.3511844589349547
ECFP,0.9,0,4,4,2.196448815780684,0.1611417470977114,2.196448815780684,0.1611417470977114
ECFP,0.9,1,3,3,0.4059557742592828,0.2612431785142436,0.4059557742592828,0.2612431785142436
ECFP,0.9,2,2,2,1.0228787452803376,0.5,0.4263924343402739,0.028452425668236303
ECFP,0.9,3,2,2,0.4263924343402739,0.028452425668236303,3.4999769160213514,0.1235824739840854
ECFP,0.9,4,2,2,3.4999769160213514,0.1235824739840854,3.1532905655196792,0.2656732651839433
ECFP,0.9,5,2,2,3.1532905655196792,0.2656732651839433,0.342225184454839,0.15470446361837595
ECFP,0.9,6,2,2,0.342225184454839,0.15470446361837595,0.5463041865591605,0.3367891720165295
ECFP,0.9,7,2,2,0.5463041865591605,0.3367891720165295,1.2732713317390654,0.06915134908314069
ECFP,0.9,8,2,2,0.5648448766125445,0.013551196517624431,1.4392608977506032,0.18398839264729727
ECFP,0.9,9,2,2,1.0937603604182313,0.05236767526000652,1.858085173929927,0.15051499783199063
MACCS,0.3,0,960,33,1.3930562796914325,0.9583844334491178,0.3931222287100676,0.21949036364310534
MACCS,0.4,0,595,33,1.4108266075399463,0.910981304333023,0.3931222287100676,0.21949036364310534
MACCS,0.4,1,365,20,1.3640882110068688,1.0303394636369074,0.7918576361222446,0.2960393485075289
MACCS,0.5,0,488,33,1.3256776230529668,1.0230581765252476,0.3931222287100676,0.21949036364310534
MACCS,0.5,1,249,20,1.783947445453405,0.8155759588201814,0.7918576361222446,0.2960393485075289
MACCS,0.5,2,222,18,1.099645285090008,0.8096439779399596,1.9779003894810456,0.2872293150014582
MACCS,0.5,3,1,18,2.0791812460476247,0.0,1.790789886938288,0.2729199218841177
MACCS,0.6000000000000001,0,175,33,1.094122171085735,0.7891791033812035,0.3931222287100676,0.21949036364310534
MACCS,0.6000000000000001,1,171,20,1.669253042579893,0.6396747048387732,0.7918576361222446,0.2960393485075289
MACCS,0.6000000000000001,2,165,18,1.7234811286868135,1.1124379246874299,1.9779003894810456,0.2872293150014582
MACCS,0.6000000000000001,3,137,18,0.708474780444541,0.5864295941132568,1.790789886938288,0.2729199218841177
MACCS,0.6000000000000001,4,89,15,1.2631299272656802,0.9206022606980996,1.4913537312715919,0.22891492875694278
MACCS,0.6000000000000001,5,70,14,1.586815348803272,0.8921821769276168,0.16189422460970124,0.1522262186501589
MACCS,0.6000000000000001,6,46,11,0.9014213860410158,0.8839592768522864,0.4573098284228949,0.271044215168804
MACCS,0.6000000000000001,7,32,11,1.10620532073774,0.9921464291085913,0.4305322083574978,0.32588624168805097
MACCS,0.6000000000000001,8,30,10,2.299041690235834,0.8961108098195361,0.39672330978129355,0.20718881257832236
MACCS,0.6000000000000001,9,25,10,2.5182778028630777,0.723017233862172,1.4455413830392019,0.2558102225710611
MACCS,0.7000000000000001,0,140,25,1.572787628960763,0.9762028346909717,0.384287869444521,0.2010007666891928
MACCS,0.7000000000000001,1,126,20,0.6570769046594787,0.48780767974816036,0.7918576361222446,0.2960393485075289
MACCS,0.7000000000000001,2,103,18,1.71188508245212,0.6157312579218843,1.790789886938288,0.2729199218841177
MACCS,0.7000000000000001,3,93,16,1.2072060024923288,0.6314471468683793,0.3961350764926334,0.2015126541544541
MACCS,0.7000000000000001,4,89,16,1.202685530877879,0.8295044622669283,1.518086503840622,0.24463551205461007
MACCS,0.7000000000000001,5,73,15,1.4664241853297824,0.7493961313456303,0.19123860905758533,0.18353001784170714
MACCS,0.7000000000000001,6,48,12,0.49531461139712957,0.5261751868218602,0.28092589881133234,0.3258830605440751
MACCS,0.7000000000000001,7,39,11,0.6224343753576859,0.41692758987800166,2.113992366396493,0.26862662716276287
MACCS,0.7000000000000001,8,36,11,2.189535093936231,1.1495986928195934,1.774974191128775,0.27408791557445794
MACCS,0.7000000000000001,9,29,10,1.1318984144111355,0.980869225721945,1.000747101964127,0.32020326711664876
MACCS,0.8,0,92,18,1.675628316660675,0.9513150565291868,0.7829125126415666,0.2881071985755834
MACCS,0.8,1,66,18,1.2204972814732247,0.6541442557044299,1.790789886938288,0.2729199218841177
MACCS,0.8,2,50,17,1.0489932177386023,0.8910199355254148,1.7100995546672024,0.29467526901396374
MACCS,0.8,3,39,17,0.5015694930525519,0.32891290404578855,0.3845573828989531,0.26922319789237237
MACCS,0.8,4,36,14,1.853860665207313,0.6174209568073641,1.504720054458692,0.26058834446590784
MACCS,0.8,5,35,14,2.15727950447228,1.1497309563305953,0.16189422460970124,0.1522262186501589
MACCS,0.8,6,33,13,0.5986274888847561,0.40956804654090745,1.0764285646330287,0.3350354210643316
MACCS,0.8,7,31,12,1.640085278931797,0.6546657031860729,0.3721926243450924,0.20545660732210233
MACCS,0.8,8,25,11,0.7361751072558707,0.672751693582497,2.113992366396493,0.26862662716276287
MACCS,0.8,9,24,10,0.7949702601834043,0.6003768926873323,0.503342375548695,0.2211318547759627
MACCS,0.9,0,35,14,1.2694803491568394,0.7815015502008948,1.7436276144308915,0.28866013203066615
MACCS,0.9,1,32,12,2.0211716816349767,0.896658156597983,0.7510800855930859,0.3155813933621212
MACCS,0.9,2,30,12,1.235286021155987,0.9097627433198059,0.4606114800604217,0.2597360120724982
MACCS,0.9,3,29,10,1.6997370662410258,0.5573831322288844,1.9904443673820844,0.29613776105068756
MACCS,0.9,4,18,10,1.4252311319590452,0.64007915152545,0.4018040187291178,0.1493410661172154
MACCS,0.9,5,15,10,1.761119082081985,0.6692688119674692,1.8206359063784423,0.2674519878864766
MACCS,0.9,6,15,9,1.1717374852380968,0.5824325870288697,3.1561302109913507,0.31279356344137105
MACCS,0.9,7,14,8,1.7436276144308915,0.28866013203066615,0.389727104637946,0.24699093915333212
MACCS,0.9,8,12,8,1.4331061607511488,0.6993315086801429,0.2759287713462456,0.2601862307395346
MACCS,0.9,9,11,8,0.48771414848305716,0.3245913354391097,1.0261676577496304,0.31152512929870296
RDKIT,0.3,0,960,24,1.3930562796914325,0.9583844334491178,0.3824231234922229,0.20714430197951866
RDKIT,0.4,0,959,24,1.3905692150713154,0.9557826221123475,0.3824231234922229,0.20714430197951866
RDKIT,0.4,1,1,20,3.778151250383644,0.0,0.417032350151563,0.23417515680350742
RDKIT,0.5,0,319,24,1.642904113755422,0.7858762942185328,0.3824231234922229,0.20714430197951866
RDKIT,0.5,1,255,20,1.5886873389876135,1.1150687383504703,0.417032350151563,0.23417515680350742
RDKIT,0.5,2,139,19,0.6437837582892117,0.48610733133287903,2.1458777063266514,0.23348100892008997
RDKIT,0.5,3,111,15,0.9538663584723547,0.8366150102571143,1.5327810502222632,0.24964201827413515
RDKIT,0.5,4,81,15,1.760349404254056,0.755229113728854,0.15418437701763116,0.15204263328841305
RDKIT,0.5,5,34,14,1.1316070294580898,1.095486687488001,0.46154452538225116,0.2900046304757223
RDKIT,0.5,6,20,14,1.396307229239249,1.050824961834815,1.7076543715249795,0.22583509673200686
RDKIT,0.5,7,1,13,3.778151250383644,0.0,0.3873059808194703,0.30805968350944707
RDKIT,0.6000000000000001,0,202,26,1.5336983230556462,0.7011304829943791,0.3903642344269752,0.23720033453137035
RDKIT,0.6000000000000001,1,186,23,1.5389275816413872,1.0464583137104424,0.7940991791410614,0.2895532975684689
RDKIT,0.6000000000000001,2,129,22,0.6202794921520338,0.47254407977823043,0.35029287873653536,0.20784648456588037
RDKIT,0.6000000000000001,3,87,20,1.8248320361709491,0.6930757922065778,2.095229669751184,0.2703374671674556
RDKIT,0.6000000000000001,4,69,15,1.7021159979592342,0.7321459175677574,0.15418437701763116,0.15204263328841305
RDKIT,0.6000000000000001,5,68,15,0.8047859183933304,0.8465490994680044,1.5327810502222632,0.24964201827413515
RDKIT,0.6000000000000001,6,45,14,0.7569405185374268,0.5932468222120683,1.7076543715249795,0.22583509673200686
RDKIT,0.6000000000000001,7,26,14,1.3911527133281847,0.7965411000694788,0.46154452538225116,0.2900046304757223
RDKIT,0.6000000000000001,8,26,13,2.1940629027649825,1.2694369517247903,0.3873059808194703,0.30805968350944707
RDKIT,0.6000000000000001,9,23,12,2.02165557276603,1.3117324060601039,0.43313030689355364,0.18945110809261917
RDKIT,0.7000000000000001,0,150,26,1.562353190779072,0.9948462323327837,0.3903642344269752,0.23720033453137035
RDKIT,0.7000000000000001,1,129,23,0.6202794921520338,0.47254407977823043,0.7940991791410614,0.2895532975684689
RDKIT,0.7000000000000001,2,123,21,1.6438410134503387,0.6736963434940955,2.0787038772395183,0.273978595506372
RDKIT,0.7000000000000001,3,70,20,1.6322088159176984,0.8383331388252011,0.3365775643755257,0.21327419484048935
RDKIT,0.7000000000000001,4,61,15,1.509665752003288,0.6927759661824687,0.15418437701763116,0.15204263328841305
RDKIT,0.7000000000000001,5,49,14,1.7980577146104202,0.7452592578449645,1.7076543715249795,0.22583509673200686
RDKIT,0.7000000000000001,6,43,14,0.7360979375953729,0.820010445377362,1.8377629039751078,0.296580514427612
RDKIT,0.7000000000000001,7,35,14,0.6844631334874757,0.4021924306648676,0.46154452538225116,0.2900046304757223
RDKIT,0.7000000000000001,8,28,13,1.372132822075566,0.6421325037820707,1.4830958439584323,0.22973260612795557
RDKIT,0.7000000000000001,9,28,13,2.2131396163224335,1.0822108612621346,0.3873059808194703,0.30805968350944707
RDKIT,0.8,0,87,26,0.5628097986569455,0.43965630671038564,0.3903642344269752,0.23720033453137035
RDKIT,0.8,1,56,23,1.6232707585298916,0.5898705312584411,0.3737767109132475,0.23120268487185025
RDKIT,0.8,2,56,18,1.8146078101155996,0.9668555744750454,2.087541185784318,0.25517415024714224
RDKIT,0.8,3,44,16,1.2232610770326546,0.7102630949789441,0.17695497469639715,0.17160901482998653
RDKIT,0.8,4,39,14,1.3994241721164276,0.5243329946812227,1.7076543715249795,0.22583509673200686
RDKIT,0.8,5,38,13,0.7253793658328874,0.5299371496446524,1.4830958439584323,0.22973260612795557
RDKIT,0.8,6,28,13,0.9254066167664098,0.8354586645600172,0.3873059808194703,0.30805968350944707
RDKIT,0.8,7,27,13,0.7736679180854957,0.6316161873188288,0.8983155264268032,0.26039039314917434
RDKIT,0.8,8,27,13,1.8481969403348144,0.39025279253816575,0.5125084445332959,0.28389389794064196
RDKIT,0.8,9,21,13,1.3065616489017318,0.6560479807584827,0.8714693919203159,0.2624177615287455
RDKIT,0.9,0,23,19,1.4729199396980075,0.47530843109925436,2.1428155847569754,0.3038291151673423
RDKIT,0.9,1,23,17,1.2801018573706175,0.5757046652232002,0.3673356330429171,0.21562310031826476
RDKIT,0.9,2,19,14,0.6735985644514384,0.6674624423421135,1.5142374331311212,0.2482230067337125
RDKIT,0.9,3,19,10,0.4330819726695296,0.29851062085111857,0.30017818379278205,0.13217381661725366
RDKIT,0.9,4,19,10,2.1428155847569754,0.3038291151673423,1.6480998002981349,0.22093898206415588
RDKIT,0.9,5,16,10,0.5481372690831082,0.4238402038247414,1.8627157861368744,0.25921998412506425
RDKIT,0.9,6,16,9,0.47286009881670976,0.33628673973152573,0.3845745384715904,0.27199202670083894
RDKIT,0.9,7,11,9,0.5724964230745169,0.3891691554945652,0.4075702911139004,0.18558735398699847
RDKIT,0.9,8,10,9,1.1234786856827554,0.6559477697869324,0.9641606562714973,0.25022802579119396
RDKIT,0.9,9,10,8,0.30017818379278205,0.13217381661725366,0.5028221028195724,0.2692267045438477
